country,ccode,year,cyear,numbil,numbil0,numbilall,netw,netw0,netwall,gdpcurdol,gdpbill,pop,lnpop,gdppc,lngdp,lngdppc,d7netwall,d7numbilall,lowinc08,midinc08,totppb9008,privprocbarb,fullprivproc,wtoyear,gattwto,gattwto08,mcapbdol,mcapbdol08,lnmcap08,topintaxnew,topint08,rintr,noyrs,roflaw,nrrents
United States,2,1990,21990,,,,,,,,,,,,,,,,,,,,6.75,,,0,3060,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
United States,2,1991,21991,,,,,,,,,,,,,,,,,,,,6.75,,,0,4090,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
United States,2,1992,21992,,,,,,,,,,,,,,,,,,,,6.75,,,0,4490,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
United States,2,1993,21993,,,,,,,,,,,,,,,,,,,,6.75,,,0,5136.1987,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
United States,2,1994,21994,,,,,,,,,,,,,,,,,,,,6.75,,,0,5067.0161,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
United States,2,1995,21995,,,,,,,,,,,,,,,,,,,,6.75,,,0,6857.6221,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
United States,2,1996,21996,135,135,423,312.10001,312.10001,1049.5,8100000000000,8100,269394000,19.411686,30067.484,29.722885,10.311199,,,0,0,,,6.75,1995,1948,60,8484.4326,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
United States,2,1997,21997,60,60,224,311.41,311.41,1009.99,8610000000000,8610,272657000,19.423725,31578.137,29.783945,10.36022,,,0,0,,,6.75,1995,1948,60,11308.779,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
United States,2,1998,21998,70,70,222,446.39999,446.39999,1071.353,9090000000000,9090,275854000,19.435383,32952.215,29.838196,10.402814,,,0,0,,,6.75,1995,1948,60,13451.352,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
United States,2,1999,21999,50,50,298,452.29999,452.29999,1270.9,9660000000000,9660,279040000,19.446865,34618.691,29.899015,10.452149,,,0,0,,,6.75,1995,1948,60,16635.113,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
United States,2,2000,22000,52,52,322,487.29999,487.29999,1386.1,10300000000000,10300,282162411,19.457993,36503.801,29.963165,10.505172,,,0,0,,,6.75,1995,1948,60,15104.037,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
United States,2,2001,22001,269,269,538,907.59998,907.59998,1728.6,10600000000000,10600,284968955,19.467892,37197.035,29.991875,10.523984,,,0,0,,,6.75,1995,1948,60,13854.616,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
United States,2,2002,22002,227,227,472,782.40002,782.40002,1515.5,11000000000000,11000,287625193,19.477169,38244.215,30.028917,10.551747,,,0,0,,,6.75,1995,1948,60,11098.102,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
United States,2,2003,22003,222,222,476,703.40002,703.40002,1403.3,11500000000000,11500,290107933,19.485764,39640.418,30.073368,10.587605,353.80005,53,0,0,,,6.75,1995,1948,60,14266.266,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
United States,2,2004,22004,277,277,587,903.90002,903.90002,1917.2001,12300000000000,12300,292805298,19.495018,42007.438,30.140621,10.645602,907.21008,363,0,0,,,6.75,1995,1948,60,16323.727,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
United States,2,2005,22005,341,341,691,1015.4,1015.4,2236.2,13100000000000,13100,295516599,19.504236,44329.152,30.203634,10.699398,1164.8469,469,0,0,,,6.75,1995,1948,60,16970.865,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,1.466198
United States,2,2006,22006,371,371,793,1122.2,1122.2,2645.5,13900000000000,13900,298379912,19.513878,46584.906,30.262911,10.749032,1374.6,495,0,0,,,6.75,1995,1948,60,19425.855,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,1.5257993
United States,2,2007,22007,415,415,946,1358.5,1358.5,3452,14500000000000,14500,301231207,19.523388,48135.781,30.30517,10.781781,2065.8999,624,0,0,,,6.75,1995,1948,60,19947.283,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,1.6091348
United States,2,2008,22008,469,469,1125,1610.9,1610.9,4381,14700000000000,14700,304093966,19.532846,48340.32,30.318869,10.786021,2652.3999,587,0,0,,,6.75,1995,1948,60,11737.646,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,2.5200176
United States,2,2009,22009,359,359,793,1061.7,1061.7,2414.7,14400000000000,14400,306771529,19.541615,46940.473,30.29825,10.756636,899.19995,321,0,0,,,6.75,1995,1948,60,15077.286,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,.98083925
United States,2,2010,22010,403,403,1011,1349.3,1349.3,3567.8,15000000000000,15000,309326295,19.549908,48492.484,30.339071,10.789165,2164.5,535,0,0,,,6.75,1995,1948,60,17138.979,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,1.2030888
United States,2,2011,22011,413,413,1210,1530.2,1530.2,4496.2998,15500000000000,15500,311582564,19.557175,49746.043,30.371861,10.814686,2579.0996,623,0,0,,,6.75,1995,1948,60,15640.707,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,1.5637509
United States,2,2012,22012,425,425,1226,1641.8,1641.8,4574.5,16200000000000,16200,313873685,19.564501,51613.121,30.416033,10.851531,2338.3,535,0,0,,,6.75,1995,1948,60,18668.334,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,1.3254203
United States,2,2013,22013,442,442,1427,1872.5,1872.5,5433.0103,16800000000000,16800,316128839,19.571661,53142.891,30.4524,10.880739,2787.5103,634,0,0,,,6.75,1995,1948,60,,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,1.2491544
United States,2,2014,22014,492,492,1646,2318.45,2318.45,6450.4897,17400000000000,17400,,,55040.852,30.487492,10.915831,2998.4897,700,0,0,,,6.75,1995,1948,60,,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
United States,2,2015,22015,535,535,1826,2564.3501,2564.3501,7052.8799,,,,,,,,2671.8799,701,0,0,,,6.75,1995,1948,60,,11737.6,9.3706379,39.799999,39.799999,4.9884052,20,1.61,
Canada,20,1990,201990,,,,,,,,,,,,,,,,,,,,,,,0,242,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
Canada,20,1991,201991,,,,,,,,,,,,,,,,,,,,,,,0,267,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
Canada,20,1992,201992,,,,,,,,,,,,,,,,,,,,,,,0,243,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
Canada,20,1993,201993,,,,,,,,,,,,,,,,,,,,,,,0,326.52402,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
Canada,20,1994,201994,,,,,,,,,,,,,,,,,,,,,,,0,315.009,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
Canada,20,1995,201995,,,,,,,,,,,,,,,,,,,,,,,0,366.34399,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
Canada,20,1996,201996,5,5,423,15.8,15.8,1049.5,627000000000,627,29671900,17.205711,21131.104,27.164213,9.9585009,,,0,0,,,10.95,1995,2008,0,486.26801,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
Canada,20,1997,201997,3,3,224,17.5,17.5,1009.99,651000000000,651,29987200,17.216282,21709.262,27.201775,9.9854946,,,0,0,,,10.95,1995,2008,0,567.63501,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
Canada,20,1998,201998,4,4,222,23.5,23.5,1071.353,631000000000,631,30247900,17.224937,20860.953,27.170572,9.9456348,,,0,0,,,10.95,1995,2008,0,543.39398,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
Canada,20,1999,201999,9,9,298,28.5,28.5,1270.9,674000000000,674,30499200,17.233212,22098.939,27.236496,10.003284,,,0,0,,,10.95,1995,2008,0,800.91437,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
Canada,20,2000,202000,15,15,322,46.200001,46.200001,1386.1,739000000000,739,30769700,17.242041,24017.133,27.328564,10.086523,,,0,0,,,10.95,1995,2008,0,841.38519,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
Canada,20,2001,202001,16,16,538,46.700001,46.700001,1728.6,733000000000,733,31081900,17.252136,23582.857,27.320412,10.068275,,,0,0,,,10.95,1995,2008,0,700.75098,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
Canada,20,2002,202002,14,14,472,42.599998,42.599998,1515.5,753000000000,753,31362000,17.261108,24009.949,27.347332,10.086224,,,0,0,,,10.95,1995,2008,0,575.31598,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
Canada,20,2003,202003,15,15,476,44.900002,44.900002,1403.3,888000000000,888,31676000,17.27107,28033.842,27.512238,10.241168,353.80005,53,0,0,,,10.95,1995,2008,0,893.95032,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
Canada,20,2004,202004,17,17,587,59.200001,59.200001,1917.2001,1020000000000,1020,31995000,17.28109,31879.98,27.650824,10.369734,907.21008,363,0,0,,,10.95,1995,2008,0,1177.5179,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
Canada,20,2005,202005,17,17,691,66.800003,66.800003,2236.2,1160000000000,1160,32312000,17.290949,35899.977,27.779442,10.488492,1164.8469,469,0,0,,,10.95,1995,2008,0,1480.8911,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,6.950654
Canada,20,2006,202006,22,22,793,78,78,2645.5,1310000000000,1310,32570505,17.298918,40220.438,27.901049,10.602131,1374.6,495,0,0,,,10.95,1995,2008,0,1700.7081,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,7.2746325
Canada,20,2007,202007,23,23,946,84.400002,84.400002,3452,1460000000000,1460,32887928,17.308617,44393.188,28.009457,10.700841,2065.8999,624,0,0,,,10.95,1995,2008,0,2186.55,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,7.2625146
Canada,20,2008,202008,25,25,1125,92,92,4381,1540000000000,1540,33245773,17.319439,46321.68,28.062803,10.743365,2652.3999,587,0,0,,,10.95,1995,2008,0,1002.2152,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,8.9437571
Canada,20,2009,202009,20,20,793,52.299999,52.299999,2414.7,1370000000000,1370,33628571,17.330887,40739.168,27.945831,10.614945,899.19995,321,0,0,,,10.95,1995,2008,0,1680.9581,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,4.2212734
Canada,20,2010,202010,24,24,1011,74.699997,74.699997,3567.8,1610000000000,1610,34005274,17.342026,47345.598,28.107256,10.765229,2164.5,535,0,0,,,10.95,1995,2008,0,2160.2288,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,4.907095
Canada,20,2011,202011,24,24,1210,85.199997,85.199997,4496.2998,1790000000000,1790,34342780,17.351902,52121.582,28.213236,10.861335,2579.0996,623,0,0,,,10.95,1995,2008,0,1906.5892,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,5.981173
Canada,20,2012,202012,25,25,1226,79.900002,79.900002,4574.5,1830000000000,1830,34754312,17.363813,52655.336,28.235336,10.871523,2338.3,535,0,0,,,10.95,1995,2008,0,2016.1169,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,5.3358769
Canada,20,2013,202013,29,29,1427,92.050003,92.050003,5433.0103,1840000000000,1840,35158304,17.375372,52334.719,28.240788,10.865416,2787.5103,634,0,0,,,10.95,1995,2008,0,,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,5.1289515
Canada,20,2014,202014,32,32,1646,112.55,112.55,6450.4897,1790000000000,1790,,,50912.582,28.213236,10.837866,2998.4897,700,0,0,,,10.95,1995,2008,0,,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
Canada,20,2015,202015,39,39,1826,134.7,134.7,7052.8799,,,,,,,,2671.8799,701,0,0,,,10.95,1995,2008,0,,1002.22,6.9109702,45.700001,45.700001,4.5814357,20,1.8,
"Bahamas, The",31,1990,311990,,,,,,,,,,,,,,,,,,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,
"Bahamas, The",31,1991,311991,,,,,,,,,,,,,,,,,,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,
"Bahamas, The",31,1992,311992,,,,,,,,,,,,,,,,,,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,
"Bahamas, The",31,1993,311993,,,,,,,,,,,,,,,,,,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,
"Bahamas, The",31,1994,311994,,,,,,,,,,,,,,,,,,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,
"Bahamas, The",31,1995,311995,,,,,,,,,,,,,,,,,,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,
"Bahamas, The",31,1996,311996,,0,423,,0,1049.5,3609000000,3.609,283678,12.555595,12722.171,22.006697,9.4511013,,,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,
"Bahamas, The",31,1997,311997,,0,224,,0,1009.99,4961119000,4.9611192,286845,12.566697,17295.469,22.324898,9.7581997,,,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,
"Bahamas, The",31,1998,311998,,0,222,,0,1071.353,5353524000,5.3535242,289926,12.577381,18465.139,22.40102,9.8236399,,,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,
"Bahamas, The",31,1999,311999,,0,298,,0,1270.9,6019972000,6.0199718,293442,12.589436,20515.031,22.518349,9.9289131,,,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,
"Bahamas, The",31,2000,312000,,0,322,,0,1386.1,6327552000,6.3275518,297759,12.60404,21250.582,22.56818,9.9641399,,,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,
"Bahamas, The",31,2001,312001,,0,538,,0,1728.6,6516651000,6.5166512,303005,12.621505,21506.744,22.597626,9.9761219,,,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,
"Bahamas, The",31,2002,312002,,0,472,,0,1515.5,6957996000,6.9579959,309039,12.641223,22514.945,22.663157,10.021935,,,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,
"Bahamas, The",31,2003,312003,,0,476,,0,1403.3,6949317000,6.949317,315624,12.662307,22017.707,22.661909,9.9996023,353.80005,53,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,
"Bahamas, The",31,2004,312004,,0,587,,0,1917.2001,7094413000,7.0944128,322400,12.683548,22005.004,22.682573,9.9990253,907.21008,363,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,
"Bahamas, The",31,2005,312005,,0,691,,0,2236.2,7706222000,7.7062221,329088,12.704081,23416.904,22.765293,10.061213,1164.8469,469,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,.01923098
"Bahamas, The",31,2006,312006,,0,793,,0,2645.5,7965588000,7.9655881,335622,12.723741,23733.809,22.798397,10.074656,1374.6,495,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,.021608919
"Bahamas, The",31,2007,312007,,0,946,,0,3452,8318996000,8.3189964,342049,12.742709,24321.064,22.841808,10.099098,2065.8999,624,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,.026642742
"Bahamas, The",31,2008,312008,,0,1125,,0,4381,8246650000,8.2466497,348340,12.760934,23674.141,22.833073,10.072139,2652.3999,587,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,.033701818
"Bahamas, The",31,2009,312009,,0,793,,0,2414.7,7820420000,7.8204198,354492,12.778441,22060.922,22.780005,10.001563,899.19995,321,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,.033040032
"Bahamas, The",31,2010,312010,,0,1011,,0,3567.8,7909580000,7.9095802,360498,12.795241,21940.705,22.79134,9.9960985,2164.5,535,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,.039974816
"Bahamas, The",31,2011,312011,,0,1210,,0,4496.2998,7889750000,7.88975,366331,12.811293,21537.217,22.78883,9.9775381,2579.0996,623,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,.043966264
"Bahamas, The",31,2012,312012,,0,1226,,0,4574.5,8234470000,8.2344704,371960,12.826542,22138.053,22.831594,10.005054,2338.3,535,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,.040729228
"Bahamas, The",31,2013,312013,,0,1427,,0,5433.0103,8431750000,8.4317503,377374,12.840992,22343.219,22.85527,10.014278,2787.5103,634,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,.044042662
"Bahamas, The",31,2014,312014,,0,1646,,0,6450.4897,8510500000,8.5105,,,22551.898,22.864567,10.023575,2998.4897,700,0,0,,,,,,0,,3.3,1.4586151,0,0,3.3513262,20,1.1900001,
Aruba,32,1990,321990,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,1991,321991,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,1992,321992,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,1993,321993,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,1994,321994,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,1995,321995,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,1996,321996,,0,423,,0,1049.5,1379888268,1.3798883,83195,11.328942,16586.191,21.045269,9.7163258,,,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,1997,321997,,0,224,,0,1009.99,1531843575,1.5318435,85447,11.355652,17927.412,21.149738,9.7940865,,,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,1998,321998,,0,222,,0,1071.353,1665363128,1.6653631,87276,11.376831,19081.57,21.233309,9.8564787,,,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,1999,321999,,0,298,,0,1270.9,1722798883,1.7227988,89004,11.396437,19356.42,21.267216,9.870779,,,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,2000,322000,,0,322,,0,1386.1,1873452514,1.8734525,90858,11.417053,20619.566,21.351049,9.9339962,,,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,2001,322001,,0,538,,0,1728.6,1920262570,1.9202626,92894,11.439215,20671.545,21.375729,9.9365129,,,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,2002,322002,,0,472,,0,1515.5,1941094972,1.941095,94995,11.461579,20433.654,21.386518,9.9249382,,,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,2003,322003,,0,476,,0,1403.3,2021301676,2.0213017,97015,11.482621,20834.939,21.427008,9.9443865,353.80005,53,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,2004,322004,,0,587,,0,1917.2001,2228279330,2.2282794,98742,11.500266,22566.682,21.524496,10.02423,907.21008,363,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,2005,322005,,0,691,,0,2236.2,2331005587,2.3310056,100031,11.513235,23302.832,21.569565,10.05633,1164.8469,469,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,.001557532
Aruba,32,2006,322006,,0,793,,0,2645.5,2421474860,2.4214749,100830,11.521192,24015.42,21.607643,10.086452,1374.6,495,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,.0019641521
Aruba,32,2007,322007,,0,946,,0,3452,2623726257,2.6237264,101219,11.525042,25921.281,21.68786,10.16282,2065.8999,624,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,.002555772
Aruba,32,2008,322008,,0,1125,,0,4381,2791960894,2.791961,101344,11.526276,27549.346,21.75001,10.223734,2652.3999,587,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,.0033675891
Aruba,32,2009,322009,,0,793,,0,2414.7,2498932961,2.4989331,101418,11.527006,24639.936,21.63913,10.112123,899.19995,321,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,.003597402
Aruba,32,2010,322010,,0,1011,,0,3567.8,2467703911,2.4677038,101597,11.528769,24289.141,21.626554,10.097785,2164.5,535,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,.004687448
Aruba,32,2011,322011,,0,1210,,0,4496.2998,2584463687,2.5844636,101932,11.532062,25354.783,21.672785,10.140722,2579.0996,623,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,.0053636548
Aruba,32,2012,322012,,0,1226,,0,4574.5,,,102384,11.536486,,,,2338.3,535,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,2013,322013,,0,1427,,0,5433.0103,,,102911,11.54162,,,,2787.5103,634,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Aruba,32,2014,322014,,0,1646,,0,6450.4897,,,,,,,,2998.4897,700,0,0,,,,,,0,,0,0,59.700001,59.700001,8.0970192,13,.88999999,
Bermuda,33,1990,331990,,,,,,,,,,,,,,,,,,,,,,,0,,1.91233,1.0689535,0,0,,0,.88999999,
Bermuda,33,1991,331991,,,,,,,,,,,,,,,,,,,,,,,0,,1.91233,1.0689535,0,0,,0,.88999999,
Bermuda,33,1992,331992,,,,,,,,,,,,,,,,,,,,,,,0,,1.91233,1.0689535,0,0,,0,.88999999,
Bermuda,33,1993,331993,,,,,,,,,,,,,,,,,,,,,,,0,,1.91233,1.0689535,0,0,,0,.88999999,
Bermuda,33,1994,331994,,,,,,,,,,,,,,,,,,,,,,,0,,1.91233,1.0689535,0,0,,0,.88999999,
Bermuda,33,1995,331995,,,,,,,,,,,,,,,,,,,,,,,0,,1.91233,1.0689535,0,0,,0,.88999999,
Bermuda,33,1996,331996,,0,423,,0,1049.5,2695390000,2.69539,60129,11.004248,44826.789,21.714809,10.710561,,,0,0,,,,,,0,,1.91233,1.0689535,0,0,,0,.88999999,
Bermuda,33,1997,331997,,0,224,,0,1009.99,2932827000,2.932827,60497,11.010349,48478.883,21.799232,10.788883,,,0,0,,,,,,0,1.411,1.91233,1.0689535,0,0,,0,.88999999,
Bermuda,33,1998,331998,,0,222,,0,1071.353,3130748000,3.130748,60943,11.017694,51371.742,21.864538,10.846844,,,0,0,,,,,,0,1.5,1.91233,1.0689535,0,0,,0,.88999999,
Bermuda,33,1999,331999,1,1,298,12,12,1270.9,3324433000,3.3244331,61285,11.023291,54245.461,21.924564,10.901275,,,0,0,,,,,,0,1.3,1.91233,1.0689535,0,0,,0,.88999999,
Bermuda,33,2000,332000,,0,322,,0,1386.1,3480219000,3.4802189,61833,11.032192,56284.168,21.970362,10.938169,,,0,0,,,,,,0,2.1459,1.91233,1.0689535,0,0,,0,.88999999,
Bermuda,33,2001,332001,1,1,538,2.0999999,2.0999999,1728.6,3680483000,3.6804831,62504,11.042986,58883.961,22.02631,10.983324,,,0,0,,,,,,0,2.4690001,1.91233,1.0689535,0,0,,0,.88999999,
Bermuda,33,2002,332002,,0,472,,0,1515.5,3937228000,3.937228,62912,11.049492,62583.102,22.093742,11.04425,,,0,0,,,,,,0,2.175,1.91233,1.0689535,0,0,,0,.88999999,
Bermuda,33,2003,332003,,0,476,,0,1403.3,4186525000,4.1865249,63325,11.056035,66111.727,22.155136,11.099101,353.80005,53,0,0,,,,,,0,2.901,1.91233,1.0689535,0,0,,0,.88999999,
Bermuda,33,2004,332004,,0,587,,0,1917.2001,4484703000,4.4847031,63740,11.062568,70359.32,22.223938,11.16137,907.21008,363,0,0,,,,,,0,1.852,1.91233,1.0689535,0,0,,0,.88999999,
Bermuda,33,2005,332005,,0,691,,0,2236.2,4868136000,4.8681359,64154,11.069041,75882.031,22.305977,11.236936,1164.8469,469,0,0,,,,,,0,2.1247799,1.91233,1.0689535,0,0,,0,.88999999,0
Bermuda,33,2006,332006,,0,793,,0,2645.5,5414299000,5.414299,64523,11.074777,83912.695,22.41231,11.337532,1374.6,495,0,0,,,,,,0,2.7043304,1.91233,1.0689535,0,0,,0,.88999999,0
Bermuda,33,2007,332007,,0,946,,0,3452,5895048000,5.8950481,64888,11.080418,90849.586,22.497379,11.416961,2065.8999,624,0,0,,,,,,0,2.7311101,1.91233,1.0689535,0,0,,0,.88999999,0
Bermuda,33,2008,332008,,0,1125,,0,4381,6109928000,6.1099281,65273,11.086334,93605.75,22.53318,11.446847,2652.3999,587,0,0,,,,,,0,1.91233,1.91233,1.0689535,0,0,,0,.88999999,0
Bermuda,33,2009,332009,,0,793,,0,2414.7,5806378000,5.8063779,65636,11.09188,88463.313,22.482224,11.390344,899.19995,321,0,0,,,,,,0,1.36019,1.91233,1.0689535,0,0,,0,.88999999,0
Bermuda,33,2010,332010,,0,1011,,0,3567.8,5744414000,5.7444139,65124,11.084048,88207.328,22.471495,11.387445,2164.5,535,0,0,,,,,,0,1.53495,1.91233,1.0689535,0,0,,0,.88999999,0
Bermuda,33,2011,332011,,0,1210,,0,4496.2998,5550771000,5.5507712,64564,11.075412,85973.156,22.437202,11.361791,2579.0996,623,0,0,,,,,,0,1.4357082,1.91233,1.0689535,0,0,,0,.88999999,0
Bermuda,33,2012,332012,,0,1226,,0,4574.5,5537537000,5.5375371,64798,11.07903,85458.453,22.434816,11.355785,2338.3,535,0,0,,,,,,0,1.4869,1.91233,1.0689535,0,0,,0,.88999999,0
Bermuda,33,2013,332013,,0,1427,,0,5433.0103,5573710000,5.57371,65024,11.082512,85717.734,22.441326,11.358815,2787.5103,634,0,0,,,,,,0,,1.91233,1.0689535,0,0,,0,.88999999,0
Bermuda,33,2014,332014,,0,1646,,0,6450.4897,,,,,,,,2998.4897,700,0,0,,,,,,0,,1.91233,1.0689535,0,0,,0,.88999999,
Cuba,40,1990,401990,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,-.75999999,
Cuba,40,1991,401991,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,-.75999999,
Cuba,40,1992,401992,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,-.75999999,
Cuba,40,1993,401993,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,-.75999999,
Cuba,40,1995,401995,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,-.75999999,
Cuba,40,1996,401996,,0,423,,0,1049.5,25017300000,25.0173,10980758,16.211655,2278.2854,23.942833,7.7311783,,,0,1,0,,0,1995,2000,8,,0,0,,,,0,-.75999999,
Cuba,40,1997,401997,1,1,224,1.4,1.4,1009.99,25366200000,25.366199,11024249,16.215609,2300.9458,23.956684,7.7410755,,,0,1,0,,0,1995,2000,8,,0,0,,,,0,-.75999999,
